ID,year,giving
10208,2019,100
10227,2019,100
10229,2019,1833
10248,2019,2463
10274,2019,388
10279,2019,150
10285,2019,40
10298,2019,500
10319,2019,1
10320,2019,1
10335,2019,1
10345,2019,1
10347,2019,50
10360,2019,100
10364,2019,1
10394,2019,1
10411,2019,50
10419,2019,40
10432,2019,120
10437,2019,10
10439,2019,25
10481,2019,80
10497,2019,50
10510,2019,1
10512,2019,160
10519,2019,26
10533,2019,25
10534,2019,140
10570,2019,1
10599,2019,1
10633,2019,100
10668,2019,20
10686,2019,1
10689,2019,25
10698,2019,1
10700,2019,1
10703,2019,75
10708,2019,40
10717,2019,200
10730,2019,1
10732,2019,225
10759,2019,16
10774,2019,85
10792,2019,1
10806,2019,260
10829,2019,1
10832,2019,40
10848,2019,150
10852,2019,100
10860,2019,1
10888,2019,25
10906,2019,1
10908,2019,80
10915,2019,15
10933,2019,50
10947,2019,150
10959,2019,2
10961,2019,1200
10965,2019,1
10968,2019,1
10971,2019,50
10976,2019,500
10985,2019,195
11002,2019,89
11021,2019,20
11023,2019,1
11036,2019,120
11039,2019,20
11042,2019,120
11048,2019,10
11057,2019,2
11079,2019,20
11101,2019,1
11129,2019,40
11157,2019,1
11187,2019,1
11189,2019,300
11214,2019,1
11217,2019,130
11239,2019,195
11241,2019,200
11268,2019,25
11273,2019,1
11274,2019,100
11275,2019,1
11284,2019,10
11290,2019,1
11310,2019,300
11321,2019,45
11323,2019,200
11329,2019,480
11362,2019,50
11369,2019,98
11377,2019,1
11381,2019,1
11386,2019,75
11396,2019,24
11398,2019,45
11402,2019,120
11405,2019,25
11412,2019,10
11421,2019,120
11466,2019,250
11478,2019,1
11480,2019,6
11486,2019,130
11490,2019,1
11534,2019,50
11547,2019,20
11551,2019,1
11578,2019,5
11602,2019,70
11604,2019,25
11636,2019,240
11648,2019,1
11654,2019,10
11672,2019,200
11684,2019,120
11707,2019,150
11714,2019,60
11716,2019,1
11724,2019,1800
11751,2019,30
11752,2019,70
11757,2019,100
11759,2019,200
11771,2019,120
11853,2019,1
11862,2019,195
11873,2019,25
11879,2019,1
11887,2019,55
11890,2019,30
11900,2019,50
11925,2019,20
11934,2019,11700
11935,2019,1495
11957,2019,200
11960,2019,30
11963,2019,90
11969,2019,90
11975,2019,145
11991,2019,15
11995,2019,30
12014,2019,5
12016,2019,26
12070,2019,120
12083,2019,180
12087,2019,120
12088,2019,50
12093,2019,52
12109,2019,1
12115,2019,100
12132,2019,1
12173,2019,70
12202,2019,1
12203,2019,130
12220,2019,1
12238,2019,50
12260,2019,90
12274,2019,50
12285,2019,120
12288,2019,180
12292,2019,300
12315,2019,163
12361,2019,100
12395,2019,100
12425,2019,1
12429,2019,80
12430,2019,1
12441,2019,120
12451,2019,500
12455,2019,100
12460,2019,50
12461,2019,240
12522,2019,120
12551,2019,120
12576,2019,150
12602,2019,25
12604,2019,2
12610,2019,50
12617,2019,40
12639,2019,300
12646,2019,75
12651,2019,20
12654,2019,110
12659,2019,50
12666,2019,101
12699,2019,500
12703,2019,2
12745,2019,50
12768,2019,75
12778,2019,40
12785,2019,1
12790,2019,1300
12823,2019,1
12833,2019,750
12846,2019,8500
12864,2019,5
12892,2019,120
12912,2019,1
12934,2019,250
12936,2019,40
12938,2019,100
12984,2019,100
12999,2019,1
13003,2019,7500
13007,2019,120
13011,2019,50
13032,2019,40
13038,2019,150
13039,2019,180
13043,2019,5300
13052,2019,2
13056,2019,35
13072,2019,250
13080,2019,25
13100,2019,1
13105,2019,100
13149,2019,1
13161,2019,200
13177,2019,1
13184,2019,50
13185,2019,142
13210,2019,90
13226,2019,1300
13239,2019,250
13246,2019,80
13251,2019,3000
13265,2019,1
13271,2019,30
13293,2019,100
13304,2019,200
13343,2019,1
13352,2019,1
13361,2019,10
13378,2019,750
13390,2019,192
13396,2019,200
13407,2019,50
13413,2019,100
13456,2019,30
13469,2019,11700
13482,2019,300
13512,2019,130
13514,2019,50
13524,2019,26
13560,2019,180
13571,2019,120
13590,2019,1
13603,2019,25
13619,2019,100
13625,2019,1
13660,2019,305
13675,2019,305
13677,2019,1
13678,2019,85
13687,2019,50
13696,2019,2
13698,2019,10
13709,2019,50
13726,2019,25
13728,2019,1
13743,2019,1
13768,2019,100
13828,2019,2463
13829,2019,1
13850,2019,50
13913,2019,1
13919,2019,120
13945,2019,200
13958,2019,25
13964,2019,1
13972,2019,20
14003,2019,40
14006,2019,25
14052,2019,51
14076,2019,21
14080,2019,1
14115,2019,45
14116,2019,180
14118,2019,65
14184,2019,195
14187,2019,90
14196,2019,550
14199,2019,90
14227,2019,500
14252,2019,120
14259,2019,20
14261,2019,1
14293,2019,100
14294,2019,1
14304,2019,40
14305,2019,1
14321,2019,500
14329,2019,100
14336,2019,1
14344,2019,25200
14367,2019,50
14376,2019,210
14382,2019,108
14398,2019,6
14403,2019,1800
14407,2019,5
14432,2019,120
14439,2019,100
14445,2019,120
14453,2019,40
14469,2019,550
14471,2019,100
14473,2019,25
14481,2019,1
14488,2019,300
14495,2019,25
14517,2019,100
14519,2019,26
14524,2019,120
14529,2019,50
14574,2019,100
14607,2019,1
14615,2019,195
14635,2019,500
14645,2019,100
14684,2019,500
14701,2019,6
14706,2019,1
14721,2019,4
14727,2019,25
14732,2019,826
14737,2019,210
14740,2019,25
14743,2019,1
14756,2019,76
14764,2019,1
14780,2019,50
14789,2019,40
14810,2019,60
14818,2019,25
14819,2019,10
14821,2019,300
14829,2019,1
14869,2019,205
14875,2019,3000
14880,2019,1500
14892,2019,260
14898,2019,90
14900,2019,600
14904,2019,25
14912,2019,110
14924,2019,120
14947,2019,1
14952,2019,1000
14954,2019,500
14973,2019,36
14981,2019,1
14984,2019,510
14989,2019,120
14990,2019,1
14996,2019,25
15023,2019,15
15029,2019,25
15035,2019,200
15037,2019,180
15038,2019,120
15052,2019,51
15063,2019,510
15068,2019,2
15073,2019,1
15094,2019,1
15105,2019,1
15113,2019,101
15120,2019,85
15142,2019,1
15145,2019,135
15153,2019,100
15157,2019,500
15164,2019,200
15167,2019,100
15177,2019,1
15190,2019,700
15194,2019,10
15251,2019,250
15261,2019,1
15335,2019,130
15340,2019,1000
15349,2019,50
15356,2019,150
15357,2019,40
15375,2019,145
15396,2019,6100
15413,2019,100
15414,2019,40
15423,2019,20
15425,2019,1
15436,2019,240
15439,2019,195
15451,2019,36
15458,2019,1
15467,2019,200
15482,2019,500
15499,2019,1
15503,2019,1
15514,2019,375
15522,2019,15
15546,2019,150
15557,2019,130
15567,2019,1
15569,2019,20
15624,2019,120
15633,2019,108
15641,2019,20
15660,2019,5000
15669,2019,50
15673,2019,25
15681,2019,25
15690,2019,10000
15724,2019,30000
15751,2019,50
15758,2019,21
15767,2019,25
15768,2019,1
15784,2019,50
15785,2019,7510
15797,2019,25
15810,2019,1
15829,2019,100
15840,2019,150
15860,2019,2000
15867,2019,3100
15884,2019,50
15912,2019,90
15913,2019,130
15936,2019,50
15949,2019,100
15955,2019,50
15989,2019,1000
15993,2019,10
16017,2019,30
16031,2019,50
16034,2019,1
16043,2019,10
16044,2019,50
16057,2019,50
16060,2019,500
16074,2019,50
16075,2019,1
16077,2019,25
16086,2019,1
16091,2019,180
16093,2019,75
16120,2019,1
16130,2019,25
16138,2019,1
16139,2019,130
16153,2019,1
16170,2019,100
16181,2019,265
16192,2019,50
16270,2019,100
16271,2019,120
16316,2019,60
16320,2019,150
16342,2019,200
16345,2019,50
16355,2019,1
16358,2019,50
16372,2019,40
16388,2019,50
16392,2019,50
16397,2019,50
16409,2019,90
16417,2019,30
16424,2019,300
16443,2019,1
16457,2019,190
16465,2019,200
16472,2019,700
16478,2019,1
16496,2019,130
16510,2019,100
16518,2019,25
16521,2019,1
16535,2019,5
16537,2019,1
16579,2019,250
16615,2019,1
16616,2019,300
16626,2019,1635
16643,2019,2500
16681,2019,1
16699,2019,50
16702,2019,120
16703,2019,101
16721,2019,100
16729,2019,200
16740,2019,5
16816,2019,180
16822,2019,50
16846,2019,100
16853,2019,100
16858,2019,350
16870,2019,250
16908,2019,400
16963,2019,100
16974,2019,1
16975,2019,100
17003,2019,1
17022,2019,50
17029,2019,35
17071,2019,1
17085,2019,1520
17105,2019,1
17111,2019,90
17122,2019,120
17125,2019,10000
17165,2019,40
17167,2019,1
17174,2019,90
17178,2019,1
17185,2019,80
17209,2019,1
17213,2019,108
17222,2019,40
17284,2019,1
17298,2019,1
17300,2019,100
17305,2019,1
17307,2019,1
17309,2019,150
17331,2019,1
17333,2019,20
17338,2019,100
17344,2019,1
17347,2019,6000
17351,2019,1
17364,2019,509
17451,2019,1500
17475,2019,1
17524,2019,250
17535,2019,20
17542,2019,90
17571,2019,25
17573,2019,1
17588,2019,100
17597,2019,2463
17598,2019,75
17601,2019,25
17621,2019,195
17665,2019,1
17685,2019,45
17686,2019,1
17721,2019,240
17787,2019,39
17794,2019,1
17796,2019,15
17811,2019,1
17815,2019,150
17829,2019,25
17850,2019,1
17867,2019,320
17868,2019,156
17873,2019,1
17876,2019,20
17889,2019,20
17902,2019,1
17916,2019,400
17948,2019,130
17981,2019,5
17988,2019,150
17993,2019,470
17998,2019,100
18018,2019,1
18035,2019,25
18057,2019,1
18075,2019,150
18088,2019,200
18090,2019,90
18092,2019,75
18100,2019,1
18101,2019,1
18105,2019,50
18115,2019,50
18118,2019,120
18143,2019,428
18149,2019,1
18166,2019,3
18181,2019,40
18188,2019,10000
18199,2019,1
18204,2019,1
18208,2019,25
18216,2019,20
18229,2019,145
18237,2019,500
18244,2019,25
18246,2019,100
18249,2019,25
18267,2019,1
18289,2019,105
18290,2019,45
18305,2019,10
18318,2019,1
18325,2019,96
18333,2019,80
18342,2019,40
18350,2019,33
18370,2019,250
18400,2019,1
18405,2019,10000000
18407,2019,180
18408,2019,5
18417,2019,1
18429,2019,25
18449,2019,75
18453,2019,15
18454,2019,250
18497,2019,25
18507,2019,1
18525,2019,50
18530,2019,121
18536,2019,250
18540,2019,20
18547,2019,1
18557,2019,340
18560,2019,180
18620,2019,1
18630,2019,20
18640,2019,25
18661,2019,50
18685,2019,25
18687,2019,2
18693,2019,1
18720,2019,1
18724,2019,1
18746,2019,50
18758,2019,125
18764,2019,1
18784,2019,25
18805,2019,6
18815,2019,5
18828,2019,120
18838,2019,1
18867,2019,1
18870,2019,50
18881,2019,150
18893,2019,170
18899,2019,1
18914,2019,120
18940,2019,1
18942,2019,1635
18954,2019,180
19008,2019,1
19014,2019,1000
19027,2019,100
19034,2019,1
19074,2019,1
19076,2019,1
19084,2019,1000
19129,2019,1020
19148,2019,1
19150,2019,1954
19156,2019,150
19157,2019,108
19181,2019,25
19205,2019,1
19214,2019,40
19232,2019,100
19245,2019,180
19248,2019,40
19288,2019,120
19296,2019,25
19301,2019,100
19302,2019,4900
19309,2019,56
19318,2019,25
19363,2019,1
19368,2019,100
19387,2019,180
19392,2019,50
19440,2019,35
19442,2019,1
19463,2019,75
19479,2019,100
19504,2019,65
19535,2019,225
19549,2019,100
19581,2019,1
19593,2019,25
19598,2019,40
19608,2019,100
19653,2019,1000
19660,2019,1
19661,2019,18
19674,2019,25
19693,2019,110
19724,2019,50
19770,2019,25
19771,2019,40
19791,2019,1
19800,2019,1
19802,2019,50
19807,2019,130
19814,2019,1
19818,2019,2
19834,2019,100
19837,2019,200
19840,2019,100
19842,2019,50
19894,2019,50
19911,2019,1
19946,2019,400
19966,2019,30
19968,2019,180
19971,2019,33
19993,2019,60
20011,2019,100
20022,2019,100
20040,2019,350
20072,2019,1
20101,2019,100
20114,2019,1
20118,2019,2
20122,2019,510
20125,2019,120
20128,2019,120
20140,2019,120
20142,2019,2000
20145,2019,125
20154,2019,20
20157,2019,1
20158,2019,40
20182,2019,75
20244,2019,1
20273,2019,120
20287,2019,100
20314,2019,10000
20342,2019,25
20387,2019,150
20388,2019,90
20394,2019,1
20396,2019,100
20405,2019,25
20410,2019,20
20450,2019,10
20516,2019,50
20535,2019,1
20537,2019,25
20564,2019,10
20575,2019,40
20581,2019,50
20586,2019,1
20594,2019,108
20629,2019,25
20630,2019,1
20633,2019,200
20634,2019,15
20640,2019,50
20647,2019,2000
20667,2019,200
20686,2019,37100
20688,2019,120
20698,2019,1
20700,2019,1
20718,2019,5
20724,2019,1
20734,2019,10
20737,2019,10
20738,2019,100
20761,2019,240
20769,2019,20
20786,2019,100
20799,2019,1
20811,2019,100
20849,2019,500
20853,2019,33
20863,2019,500
20881,2019,10
20882,2019,5000
20902,2019,1
20914,2019,120
20938,2019,50
20980,2019,50
21002,2019,50
21028,2019,25
21050,2019,550
21061,2019,25
21080,2019,1
21087,2019,1
21088,2019,60
21101,2019,150
21102,2019,20
21107,2019,50
21118,2019,75
21122,2019,30
21131,2019,350
21140,2019,1
21199,2019,1
21210,2019,5
21211,2019,25
21236,2019,120
21269,2019,250
21280,2019,1
21290,2019,120
21305,2019,25
21339,2019,50
21352,2019,500
21370,2019,1
21408,2019,150
21412,2019,25
21436,2019,200
21456,2019,185
21466,2019,1
21475,2019,1
21492,2019,10000
21527,2019,500
21529,2019,60
21537,2019,1
21590,2019,50
21612,2019,200
21619,2019,25
21627,2019,25
21633,2019,50
21664,2019,40
21677,2019,50
21689,2019,250
21691,2019,130
21757,2019,80
21815,2019,180
21835,2019,1
21849,2019,120
21859,2019,1
21879,2019,120
21929,2019,1
21936,2019,25
21974,2019,1
21981,2019,25
21992,2019,1
22008,2019,42000
22017,2019,208
22023,2019,200
22025,2019,50
22061,2019,180
22070,2019,26
22086,2019,25
22136,2019,100
22137,2019,145
22147,2019,10
22158,2019,370
22166,2019,75
22171,2019,120
22211,2019,40
22239,2019,130
22253,2019,50
22342,2019,1
22345,2019,1368
22349,2019,25
22362,2019,600
22367,2019,1500
22372,2019,1
22385,2019,1
22395,2019,1
22398,2019,500
22419,2019,17500
22428,2019,60
22431,2019,120
22458,2019,150
22467,2019,100
22477,2019,120
22486,2019,100
22490,2019,100
22502,2019,1
22504,2019,75
22545,2019,20
22576,2019,35
22656,2019,50
22670,2019,50
22681,2019,500
22682,2019,20
22685,2019,20
22711,2019,25
22722,2019,500
22727,2019,40
22742,2019,195
22801,2019,300
22837,2019,50
22870,2019,1
22880,2019,50
22887,2019,130
22932,2019,45
22970,2019,1
22992,2019,100
23019,2019,1
23043,2019,100
23071,2019,4000
23079,2019,10
23101,2019,344
23106,2019,100
23119,2019,50
23132,2019,100
23151,2019,15
23192,2019,1
23196,2019,1
23214,2019,1
23225,2019,80
23240,2019,181
23263,2019,100
23270,2019,5
23281,2019,50
23282,2019,1001
23285,2019,100
23291,2019,36
23314,2019,3000
23330,2019,52325
23333,2019,25
23335,2019,1
23346,2019,2000
23354,2019,10000
23358,2019,500
23369,2019,100
23371,2019,90
23385,2019,90
23437,2019,150
23493,2019,100
23502,2019,40
23528,2019,50
23558,2019,160
23567,2019,25
23569,2019,100
23577,2019,2
23615,2019,500
23620,2019,20
23623,2019,250
23628,2019,1
23642,2019,2500
23661,2019,50
23669,2019,25
23692,2019,200
23707,2019,1
23737,2019,108
23764,2019,90
23778,2019,25
23781,2019,1
23819,2019,1
23832,2019,120
23855,2019,100
23857,2019,50
23863,2019,120
23872,2019,15
23873,2019,150
23887,2019,120
23892,2019,75
23899,2019,300
23924,2019,11
23926,2019,90
23927,2019,1630
23963,2019,10
23979,2019,195
23984,2019,130
23987,2019,3000
23995,2019,200
24000,2019,2020
24015,2019,100
24016,2019,260
24034,2019,1
24036,2019,181
24066,2019,260
24087,2019,1
24102,2019,2
24106,2019,1
24108,2019,1
24109,2019,1
24110,2019,100
24125,2019,36
24129,2019,300
24130,2019,25
24154,2019,205
24176,2019,100
24200,2019,200
24204,2019,150
24223,2019,2000
24224,2019,50
24250,2019,65
24293,2019,50
24301,2019,20
24302,2019,1
24304,2019,1
24306,2019,750
24309,2019,4900
24340,2019,1001
24359,2019,1
24365,2019,10
24456,2019,1000
24476,2019,50
24500,2019,20
24504,2019,60
24527,2019,20
24545,2019,240
24549,2019,100
24550,2019,15
24564,2019,60
24571,2019,120
24577,2019,500
24585,2019,500
24591,2019,3000
24605,2019,50
24612,2019,120
24613,2019,120
24614,2019,1000
24654,2019,25
24669,2019,72
24673,2019,10000
24677,2019,25
24684,2019,108
24692,2019,3000
24693,2019,250
24696,2019,450
24697,2019,10
24715,2019,1
24717,2019,25
24752,2019,26
24753,2019,120
24771,2019,1
24805,2019,25
24842,2019,340
24843,2019,70
24850,2019,100
24887,2019,90
24920,2019,50
24931,2019,300
24945,2019,75
24947,2019,50
24948,2019,20
24952,2019,1
25001,2019,1
25016,2019,80
25029,2019,165
25076,2019,100
25084,2019,600
25197,2019,1
25207,2019,50
25224,2019,195
25238,2019,180
25269,2019,140
25284,2019,1
25302,2019,1
25307,2019,5500
25309,2019,100
25323,2019,50
25402,2019,40
25443,2019,100
25457,2019,1
25466,2019,25
25469,2019,1550
25471,2019,11
25492,2019,50
25499,2019,50
25501,2019,300
25517,2019,25
25518,2019,1
25520,2019,1
25557,2019,350
